Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:55.409917
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2688.0
Minimum Reflectance,301.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Sulfate_Schwertmannite_BZ93-1_USGS
Sample Name,Sulfate_Schwertmannite_BZ93-1_USGS
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.0153576681,0.01498706
R1,436.0,0.015564901,0.0152115994
L6,482.0,0.0239602085,0.0241114585
L5,535.0,0.05615514,0.0556851213
L4,601.0,0.1476205553,0.1475660454
L3,673.0,0.2383810715,0.2386579191
L1,739.0,0.2195172213,0.2391760498
L2,753.0,0.3046610337,0.304628027
R2,754.0,0.3049154129,0.3049215045
R3,803.0,0.3044123042,0.3020334561
R4,864.0,0.2938664584,0.289244469
R5,904.0,0.2856052595,0.285257902
R6,934.0,0.2853989089,0.2853615583
R7,1009.0,0.3035155131,0.3036480926
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.0159739512,0.0155766307
p5,670.0,0.2353076753,0.235827502
p6,800.0,0.3045096248,0.3025163624
p7,860.0,0.2975395814,0.289727939
p8,900.0,0.2858947814,0.2856557644
p9,930.0,0.2856281414,0.2853307727
p11,965.0,0.2911361827,0.2905143571
p10,1000.0,0.3010057183,0.3011966311
