Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:55.409917
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2688.0
Minimum Reflectance,301.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Sulfate_Schwertmannite_BZ93-1_USGS
Sample Name,Sulfate_Schwertmannite_BZ93-1_USGS
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.0153576681,0.01498706
R1,436.0,0.015564901,0.0152115994
L6,482.0,0.0239602085,0.0241114585
L5,535.0,0.05615514,0.0556851213
L4,601.0,0.1476205553,0.1475660454
L3,673.0,0.2383810715,0.2386579191
L1,739.0,0.2195172213,0.2391760498
L2,753.0,0.3046610337,0.304628027
R2,754.0,0.3049154129,0.3049215045
R3,803.0,0.3044123042,0.3020334561
R4,864.0,0.2938664584,0.289244469
R5,904.0,0.2856052595,0.285257902
R6,934.0,0.2853989089,0.2853615583
R7,1009.0,0.3035155131,0.3036480926
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.0159739512,0.0155766307
p5,670.0,0.2353076753,0.235827502
p6,800.0,0.3045096248,0.3025163624
p7,860.0,0.2975395814,0.289727939
p8,900.0,0.2858947814,0.2856557644
p9,930.0,0.2856281414,0.2853307727
p11,965.0,0.2911361827,0.2905143571
p10,1000.0,0.3010057183,0.3011966311
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.0161810237,0.0160627171
blue,482.0,0.0249958038,0.0250186417
green,561.0,0.0870581019,0.0872124515
pan,589.0,0.1287857221,0.1332539935
red,655.0,0.2183558769,0.2186737247
nir,865.0,0.2934432365,0.2891819638
cirrus,1373.0,0.5972610587,0.5967347185
swir1,1609.0,0.5859493733,0.5853597205
swir2,2200.0,0.4457731248,0.445533922
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.0390019609,0.052801394
bayer_blue,495.0,0.0354080081,0.0376028468
filter1_525nm_34mm,527.0,0.0507876447,0.0542510847
bayer_green,554.0,0.0792677058,0.081765933
bayer_red,640.0,0.1912926344,0.1939985228
filter4_675nm_34mm,676.0,0.2416633283,0.2418245808
filter3_750nm_34mm,751.0,0.3029899901,0.3032127205
filter3_800nm_100mm,805.0,0.3026910083,0.3007027935
filter5_865nm_34mm,867.0,0.2879467436,0.2879948808
filter4_905nm_100mm,908.0,0.2840920196,0.2839507973
filter5_935nm_100mm,937.0,0.2826326858,0.2844643364
filter6_1035nm_34mm,1012.0,0.3058982037,0.3085101615
filter,wavelength,solar_illuminated_response,response
L6,442.0,0.0161602133,0.0158209818
L0B,482.0,0.0266062221,0.026674726
L5,528.0,0.0486734941,0.0484666363
L0G,544.0,0.0692876927,0.0705598466
L4,605.0,0.1512955655,0.1511776875
L0R,630.0,0.1837882189,0.1866917012
L3,677.0,0.242680473,0.2426092042
L2,754.0,0.3043775001,0.3043774923
L1,800.0,0.3038050792,0.3015544679
R2,866.0,0.2912768862,0.2885056285
R3,910.0,0.2848476901,0.2840566794
R4,939.0,0.2836139549,0.2845895759
R5,978.0,0.2931937421,0.2925938959
R6,1022.0,0.3086468781,0.3106720906
filter,wavelength,solar_illuminated_response,response
bg,501.6761135725,0.0429228009,0.0446050593
red,685.7899115028,0.219783659,0.2308900944
nir,878.2928523721,0.2948857444,0.2929178972
