Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:56.085602
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2976.0
Minimum Reflectance,213.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Sulfate_Epsomite_GDS149_USGS
Sample Name,Sulfate_Epsomite_GDS149_USGS
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.8861841592,0.8780674736
R1,436.0,0.8863068826,0.8783490315
L6,482.0,0.8787446658,0.8823963362
L5,535.0,0.8930309082,0.8843597611
L4,601.0,0.877461874,0.8766233811
L3,673.0,0.8764757563,0.877092928
L1,739.0,0.8672870438,0.8593729339
L2,753.0,0.8701818049,0.8699792005
R2,754.0,0.8698737996,0.8697844283
R3,803.0,0.8747842802,0.8680294688
R4,864.0,0.8681024349,0.8544567526
R5,904.0,0.8370667776,0.8358970021
R6,934.0,0.8105450882,0.8102156534
R7,1009.0,0.7302883181,0.7302831578
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.8886387762,0.8786685173
p5,670.0,0.875714442,0.8770908322
p6,800.0,0.8736328543,0.8680349201
p7,860.0,0.8790171552,0.8559420785
p8,900.0,0.8388706449,0.8379568652
p9,930.0,0.8132901891,0.8120238378
p11,965.0,0.7552717397,0.7526175653
p10,1000.0,0.7255828833,0.7257149269
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.8834293761,0.8791947774
blue,482.0,0.8851207154,0.8823532312
green,561.0,0.8827097081,0.8808583231
pan,589.0,0.8809514034,0.8789638755
red,655.0,0.8768692606,0.8768535769
nir,865.0,0.8669599292,0.8543763456
cirrus,1373.0,0.3697198397,0.3692554359
swir1,1609.0,0.1472442964,0.1472766389
swir2,2200.0,0.0879561899,0.0884684476
