Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:56.453057
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2500.0
Minimum Reflectance,350.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Sulfate_Alunite_Natro6_McCollom_Ehlmann
Sample Name,Sulfate_Alunite_Natro6_McCollom_Ehlmann
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.7790435473,0.778647661
R1,436.0,0.7794319821,0.7790923914
L6,482.0,0.7913752228,0.7913957849
L5,535.0,0.8014141423,0.8014379828
L4,601.0,0.8095567153,0.8095619472
L3,673.0,0.8132910751,0.8132927551
L1,739.0,0.8093838387,0.8106801147
L2,753.0,0.8115234959,0.8115147526
R2,754.0,0.8114418539,0.8114324739
R3,803.0,0.8076477379,0.8076416175
R4,864.0,0.8093092993,0.8093071305
R5,904.0,0.8159830881,0.8160302058
R6,934.0,0.8216756046,0.821693221
R7,1009.0,0.8244626858,0.8246428256
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.7801237464,0.7798021971
p5,670.0,0.8132177592,0.8132210537
p6,800.0,0.8077686735,0.8077591323
p7,860.0,0.8088070273,0.8088131472
p8,900.0,0.8152836167,0.8153665098
p9,930.0,0.8210466973,0.8210934899
p11,965.0,0.8233182939,0.8233036218
p10,1000.0,0.8228092598,0.8228674175
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.7811145036,0.7810273997
blue,482.0,0.7910815305,0.7911710648
green,561.0,0.8050759192,0.8051015332
pan,589.0,0.8070141729,0.8073265062
red,655.0,0.8126588361,0.8126719861
nir,865.0,0.8094272713,0.8094438251
cirrus,1373.0,0.7440607416,0.744026891
swir1,1609.0,0.5250926988,0.5246333469
swir2,2200.0,0.2799738928,0.281747139
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.784040787,0.7856503874
bayer_blue,495.0,0.7930945357,0.7933335725
filter1_525nm_34mm,527.0,0.8001863015,0.8004612401
bayer_green,554.0,0.8031395427,0.8034120633
bayer_red,640.0,0.8112425333,0.811371517
filter4_675nm_34mm,676.0,0.8133451931,0.8133469388
filter3_750nm_34mm,751.0,0.8115807938,0.8116110051
filter3_800nm_100mm,805.0,0.8074730388,0.8074907435
filter5_865nm_34mm,867.0,0.8096536451,0.8097294872
filter4_905nm_100mm,908.0,0.8166740509,0.8168043375
filter5_935nm_100mm,937.0,0.8220109394,0.8221955855
filter6_1035nm_34mm,1012.0,0.8262377781,0.8268251244
filter,wavelength,solar_illuminated_response,response
L6,442.0,0.7798181073,0.7787463207
L0B,482.0,0.7891028951,0.7883276045
L5,528.0,0.7998202115,0.7993079427
L0G,544.0,0.8011297394,0.8007082825
L4,605.0,0.8093580614,0.8088373782
L0R,630.0,0.810172702,0.8098625143
L3,677.0,0.8126371487,0.8120053763
L2,754.0,0.810831639,0.8104982542
L1,800.0,0.8070264006,0.8067505849
R2,866.0,0.8090555483,0.8089576308
R3,910.0,0.8162083536,0.8161747956
R4,939.0,0.820919914,0.8209206414
R5,978.0,0.8208784468,0.8209842791
R6,1022.0,0.8257410639,0.8263618067
filter,wavelength,solar_illuminated_response,response
bg,501.6761135725,0.7931418689,0.7929410513
red,685.7899115028,0.810544897,0.8105951285
nir,878.2928523721,0.8122567003,0.8131501054
