Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:52.253899
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,4100.07
Minimum Reflectance,350.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,FELD_Maskelynite_LALS91
Sample Name,FELD_Maskelynite_LALS91
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.1637420762,0.1633952042
R1,436.0,0.1641362623,0.1638543732
L6,482.0,0.1712119164,0.1712222368
L5,535.0,0.1780893351,0.1781021268
L4,601.0,0.1769987757,0.1769981484
L3,673.0,0.1795811542,0.1795859265
L1,739.0,0.169822496,0.1665811728
L2,753.0,0.1764385212,0.1764162354
R2,754.0,0.1762291797,0.1762061393
R3,803.0,0.1653978326,0.1653681118
R4,864.0,0.1455259299,0.1455291118
R5,904.0,0.1392477839,0.1392357433
R6,934.0,0.1389082232,0.1389108988
R7,1009.0,0.1504994663,0.1507078249
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.1647305991,0.1644785987
p5,670.0,0.1794619495,0.179468429
p6,800.0,0.1659277103,0.1658800318
p7,860.0,0.1466832371,0.146659215
p8,900.0,0.139774695,0.139738015
p9,930.0,0.1389722178,0.1389766606
p11,965.0,0.1420477722,0.1421175577
p10,1000.0,0.1493607974,0.1494728766
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.1671436755,0.1654416218
blue,482.0,0.1720331491,0.1712408008
green,561.0,0.1782880033,0.1781704073
pan,589.0,0.1777429784,0.1777161928
red,655.0,0.1788786157,0.1788008197
nir,865.0,0.1451846572,0.1455020463
cirrus,1373.0,0.183243465,0.1832659962
swir1,1609.0,0.1768616401,0.1769116455
swir2,2200.0,0.1835096303,0.1838676931
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.1654192104,0.1645904653
bayer_blue,495.0,0.172265513,0.1722284158
filter1_525nm_34mm,527.0,0.1769379666,0.1766170132
bayer_green,554.0,0.1772288271,0.1772243409
bayer_red,640.0,0.1780841067,0.1781462407
filter4_675nm_34mm,676.0,0.1797311971,0.1797371684
filter3_750nm_34mm,751.0,0.1766597241,0.1766142909
filter3_800nm_100mm,805.0,0.1647097852,0.1646601164
filter5_865nm_34mm,867.0,0.1450438239,0.1449425719
filter4_905nm_100mm,908.0,0.1393283078,0.1391799782
filter5_935nm_100mm,937.0,0.1395250813,0.1392895605
filter6_1035nm_34mm,1012.0,0.1538462366,0.1539760224
