Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:51.811993
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2550.0
Minimum Reflectance,320.0
Other Information,
References,
Resolution,
Sample Description,
Sample ID,Amph_basaltic_glass_MUOinterior_Minitti2007
Sample Name,Amph_basaltic_glass_MUOinterior_Minitti2007
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.0341687695,0.0346217305
R1,436.0,0.0341477393,0.0346165282
L6,482.0,0.0351521841,0.0350205683
L5,535.0,0.0358103425,0.0363549954
L4,601.0,0.0375321172,0.037886646
L3,673.0,0.0380025507,0.0380254571
L1,739.0,0.0359517997,0.0355381724
L2,753.0,0.0362424386,0.0363275542
R2,754.0,0.0362284252,0.036301379
R3,803.0,0.0351524409,0.0349895437
R4,864.0,0.0337827479,0.0332555683
R5,904.0,0.0322511763,0.032413861
R6,934.0,0.0319273307,0.0319353833
R7,1009.0,0.031058625,0.0310205096
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.0339936645,0.0346100655
p5,670.0,0.0380668978,0.0380511166
p6,800.0,0.0351676056,0.0350445456
p7,860.0,0.0341880985,0.0333873549
p8,900.0,0.0323644076,0.0324859069
p9,930.0,0.0319458563,0.0319804593
p11,965.0,0.0314593151,0.0314349019
p10,1000.0,0.0311380421,0.0310537192
filter,wavelength,solar_illuminated_response,response
coastal_aerosol,443.0,0.0338697856,0.0345894488
blue,482.0,0.0352802383,0.0350816597
green,561.0,0.0365507956,0.0370035397
pan,589.0,0.0372740138,0.0373971893
red,655.0,0.0383808645,0.0381887921
nir,865.0,0.0336819815,0.033262143
cirrus,1373.0,0.0309019244,0.0309560481
swir1,1609.0,0.0316528924,0.0319691447
swir2,2200.0,0.0320652146,0.0319456738
filter,wavelength,solar_illuminated_response,response
filter2_440nm_34mm,445.0,0.0344518642,0.0346213593
bayer_blue,495.0,0.0352665501,0.0353672719
filter1_525nm_34mm,527.0,0.0356102059,0.0360649554
bayer_green,554.0,0.0363598402,0.0366896256
bayer_red,640.0,0.0380414624,0.0380440373
filter4_675nm_34mm,676.0,0.0380418786,0.0379851786
filter3_750nm_34mm,751.0,0.0362640327,0.0363553363
filter3_800nm_100mm,805.0,0.0350139143,0.0349200437
filter5_865nm_34mm,867.0,0.0333009475,0.0331807819
filter4_905nm_100mm,908.0,0.0322483815,0.0323603123
filter5_935nm_100mm,937.0,0.0319051412,0.0318936235
filter6_1035nm_34mm,1012.0,0.0310835204,0.0309691153
