Composition,
Database of Origin,Unknown
Date Added,2021-03-20 18:08:46.591467
Formula,
Grain Size,
Locality,
Material Class,
Maximum Reflectance,2560.0
Minimum Reflectance,395.1
Other Information,
References,
Resolution,
Sample Description,
Sample ID,HydSil_Analcime_GDS1_USGS
Sample Name,HydSil_Analcime_GDS1_USGS
Sample Type,
Viewing Geometry,
filter,wavelength,solar_illuminated_response,response
L7,432.0,0.8178304353,0.8055181214
R1,436.0,0.8235533959,0.8139889389
L6,482.0,0.8340202111,0.837539266
L5,535.0,0.8635729527,0.8552410925
L4,601.0,0.8752338952,0.8744331228
L3,673.0,0.8857193428,0.8863469581
L1,739.0,0.8854342157,0.888123334
L2,753.0,0.8962520671,0.8961027871
R2,754.0,0.8964293542,0.8963978555
R3,803.0,0.9125293118,0.9054904618
R4,864.0,0.9249210039,0.9104565769
R5,904.0,0.9091329578,0.908092672
R6,934.0,0.8973991942,0.8971660338
R7,1009.0,0.8837536513,0.8836661253
filter,wavelength,solar_illuminated_response,response
p0,440.0,0.8287350747,0.8183800183
p5,670.0,0.8848972152,0.8862921287
p6,800.0,0.9113769084,0.905555431
p7,860.0,0.9345039766,0.9100813131
p8,900.0,0.9088688469,0.9081910185
p9,930.0,0.8994268303,0.8982670959
p11,965.0,0.8710709809,0.8685898181
p10,1000.0,0.8823591237,0.8828518452
